"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"01/01/2025 13:00:00 - 01/01/2025 13:15:00","BZN|SE4","Without Sequence","3.96","",""
"01/01/2025 13:15:00 - 01/01/2025 13:30:00","BZN|SE4","Without Sequence","3.96","",""
"01/01/2025 13:30:00 - 01/01/2025 13:45:00","BZN|SE4","Without Sequence","3.96","",""
"01/01/2025 13:45:00 - 01/01/2025 14:00:00","BZN|SE4","Without Sequence","3.96","",""
"01/01/2025 14:00:00 - 01/01/2025 14:15:00","BZN|SE4","Without Sequence","5.50","",""
"01/01/2025 14:15:00 - 01/01/2025 14:30:00","BZN|SE4","Without Sequence","5.50","",""
"01/01/2025 14:30:00 - 01/01/2025 14:45:00","BZN|SE4","Without Sequence","5.50","",""
"01/01/2025 14:45:00 - 01/01/2025 15:00:00","BZN|SE4","Without Sequence","5.50","",""
"01/01/2025 15:00:00 - 01/01/2025 15:15:00","BZN|SE4","Without Sequence","12.28","",""
"01/01/2025 15:15:00 - 01/01/2025 15:30:00","BZN|SE4","Without Sequence","12.28","",""
"01/01/2025 15:30:00 - 01/01/2025 15:45:00","BZN|SE4","Without Sequence","12.28","",""
"01/01/2025 15:45:00 - 01/01/2025 16:00:00","BZN|SE4","Without Sequence","12.28","",""
"01/01/2025 16:00:00 - 01/01/2025 16:15:00","BZN|SE4","Without Sequence","19.29","",""
"01/01/2025 16:15:00 - 01/01/2025 16:30:00","BZN|SE4","Without Sequence","19.29","",""
"01/01/2025 16:30:00 - 01/01/2025 16:45:00","BZN|SE4","Without Sequence","19.29","",""
"01/01/2025 16:45:00 - 01/01/2025 17:00:00","BZN|SE4","Without Sequence","19.29","",""
"01/01/2025 17:00:00 - 01/01/2025 17:15:00","BZN|SE4","Without Sequence","21.43","",""
"01/01/2025 17:15:00 - 01/01/2025 17:30:00","BZN|SE4","Without Sequence","21.43","",""
"01/01/2025 17:30:00 - 01/01/2025 17:45:00","BZN|SE4","Without Sequence","21.43","",""
"01/01/2025 17:45:00 - 01/01/2025 18:00:00","BZN|SE4","Without Sequence","21.43","",""
"01/01/2025 18:00:00 - 01/01/2025 18:15:00","BZN|SE4","Without Sequence","16.88","",""
"01/01/2025 18:15:00 - 01/01/2025 18:30:00","BZN|SE4","Without Sequence","16.88","",""
"01/01/2025 18:30:00 - 01/01/2025 18:45:00","BZN|SE4","Without Sequence","16.88","",""
"01/01/2025 18:45:00 - 01/01/2025 19:00:00","BZN|SE4","Without Sequence","16.88","",""
"01/01/2025 19:00:00 - 01/01/2025 19:15:00","BZN|SE4","Without Sequence","10.11","",""
"01/01/2025 19:15:00 - 01/01/2025 19:30:00","BZN|SE4","Without Sequence","10.11","",""
"01/01/2025 19:30:00 - 01/01/2025 19:45:00","BZN|SE4","Without Sequence","10.11","",""
"01/01/2025 19:45:00 - 01/01/2025 20:00:00","BZN|SE4","Without Sequence","10.11","",""
"01/01/2025 20:00:00 - 01/01/2025 20:15:00","BZN|SE4","Without Sequence","8.01","",""
"01/01/2025 20:15:00 - 01/01/2025 20:30:00","BZN|SE4","Without Sequence","8.01","",""
"01/01/2025 20:30:00 - 01/01/2025 20:45:00","BZN|SE4","Without Sequence","8.01","",""
"01/01/2025 20:45:00 - 01/01/2025 21:00:00","BZN|SE4","Without Sequence","8.01","",""
"01/01/2025 21:00:00 - 01/01/2025 21:15:00","BZN|SE4","Without Sequence","6.76","",""
"01/01/2025 21:15:00 - 01/01/2025 21:30:00","BZN|SE4","Without Sequence","6.76","",""
"01/01/2025 21:30:00 - 01/01/2025 21:45:00","BZN|SE4","Without Sequence","6.76","",""
"01/01/2025 21:45:00 - 01/01/2025 22:00:00","BZN|SE4","Without Sequence","6.76","",""
"01/01/2025 22:00:00 - 01/01/2025 22:15:00","BZN|SE4","Without Sequence","9.80","",""
"01/01/2025 22:15:00 - 01/01/2025 22:30:00","BZN|SE4","Without Sequence","9.80","",""
"01/01/2025 22:30:00 - 01/01/2025 22:45:00","BZN|SE4","Without Sequence","9.80","",""
"01/01/2025 22:45:00 - 01/01/2025 23:00:00","BZN|SE4","Without Sequence","9.80","",""
"01/01/2025 23:00:00 - 01/01/2025 23:15:00","BZN|SE4","Without Sequence","7.01","",""
"01/01/2025 23:15:00 - 01/01/2025 23:30:00","BZN|SE4","Without Sequence","7.01","",""
"01/01/2025 23:30:00 - 01/01/2025 23:45:00","BZN|SE4","Without Sequence","7.01","",""
"01/01/2025 23:45:00 - 02/01/2025 00:00:00","BZN|SE4","Without Sequence","7.01","",""
"02/01/2025 00:00:00 - 02/01/2025 00:15:00","BZN|SE4","Without Sequence","2.95","",""
"02/01/2025 00:15:00 - 02/01/2025 00:30:00","BZN|SE4","Without Sequence","2.95","",""
"02/01/2025 00:30:00 - 02/01/2025 00:45:00","BZN|SE4","Without Sequence","2.95","",""
"02/01/2025 00:45:00 - 02/01/2025 01:00:00","BZN|SE4","Without Sequence","2.95","",""
"02/01/2025 01:00:00 - 02/01/2025 01:15:00","BZN|SE4","Without Sequence","2.82","",""
"02/01/2025 01:15:00 - 02/01/2025 01:30:00","BZN|SE4","Without Sequence","2.82","",""
"02/01/2025 01:30:00 - 02/01/2025 01:45:00","BZN|SE4","Without Sequence","2.82","",""
"02/01/2025 01:45:00 - 02/01/2025 02:00:00","BZN|SE4","Without Sequence","2.82","",""
"02/01/2025 02:00:00 - 02/01/2025 02:15:00","BZN|SE4","Without Sequence","3.67","",""
"02/01/2025 02:15:00 - 02/01/2025 02:30:00","BZN|SE4","Without Sequence","3.67","",""
"02/01/2025 02:30:00 - 02/01/2025 02:45:00","BZN|SE4","Without Sequence","3.67","",""
"02/01/2025 02:45:00 - 02/01/2025 03:00:00","BZN|SE4","Without Sequence","3.67","",""
"02/01/2025 03:00:00 - 02/01/2025 03:15:00","BZN|SE4","Without Sequence","6.84","",""
"02/01/2025 03:15:00 - 02/01/2025 03:30:00","BZN|SE4","Without Sequence","6.84","",""
"02/01/2025 03:30:00 - 02/01/2025 03:45:00","BZN|SE4","Without Sequence","6.84","",""
"02/01/2025 03:45:00 - 02/01/2025 04:00:00","BZN|SE4","Without Sequence","6.84","",""
"02/01/2025 04:00:00 - 02/01/2025 04:15:00","BZN|SE4","Without Sequence","12.29","",""
"02/01/2025 04:15:00 - 02/01/2025 04:30:00","BZN|SE4","Without Sequence","12.29","",""
"02/01/2025 04:30:00 - 02/01/2025 04:45:00","BZN|SE4","Without Sequence","12.29","",""
"02/01/2025 04:45:00 - 02/01/2025 05:00:00","BZN|SE4","Without Sequence","12.29","",""
"02/01/2025 05:00:00 - 02/01/2025 05:15:00","BZN|SE4","Without Sequence","21.44","",""
"02/01/2025 05:15:00 - 02/01/2025 05:30:00","BZN|SE4","Without Sequence","21.44","",""
"02/01/2025 05:30:00 - 02/01/2025 05:45:00","BZN|SE4","Without Sequence","21.44","",""
"02/01/2025 05:45:00 - 02/01/2025 06:00:00","BZN|SE4","Without Sequence","21.44","",""
"02/01/2025 06:00:00 - 02/01/2025 06:15:00","BZN|SE4","Without Sequence","39.94","",""
"02/01/2025 06:15:00 - 02/01/2025 06:30:00","BZN|SE4","Without Sequence","39.94","",""
"02/01/2025 06:30:00 - 02/01/2025 06:45:00","BZN|SE4","Without Sequence","39.94","",""
"02/01/2025 06:45:00 - 02/01/2025 07:00:00","BZN|SE4","Without Sequence","39.94","",""
"02/01/2025 07:00:00 - 02/01/2025 07:15:00","BZN|SE4","Without Sequence","93.41","",""
"02/01/2025 07:15:00 - 02/01/2025 07:30:00","BZN|SE4","Without Sequence","93.41","",""
"02/01/2025 07:30:00 - 02/01/2025 07:45:00","BZN|SE4","Without Sequence","93.41","",""
"02/01/2025 07:45:00 - 02/01/2025 08:00:00","BZN|SE4","Without Sequence","93.41","",""
"02/01/2025 08:00:00 - 02/01/2025 08:15:00","BZN|SE4","Without Sequence","118.62","",""
"02/01/2025 08:15:00 - 02/01/2025 08:30:00","BZN|SE4","Without Sequence","118.62","",""
"02/01/2025 08:30:00 - 02/01/2025 08:45:00","BZN|SE4","Without Sequence","118.62","",""
"02/01/2025 08:45:00 - 02/01/2025 09:00:00","BZN|SE4","Without Sequence","118.62","",""
"02/01/2025 09:00:00 - 02/01/2025 09:15:00","BZN|SE4","Without Sequence","124.20","",""
"02/01/2025 09:15:00 - 02/01/2025 09:30:00","BZN|SE4","Without Sequence","124.20","",""
"02/01/2025 09:30:00 - 02/01/2025 09:45:00","BZN|SE4","Without Sequence","124.20","",""
"02/01/2025 09:45:00 - 02/01/2025 10:00:00","BZN|SE4","Without Sequence","124.20","",""
"02/01/2025 10:00:00 - 02/01/2025 10:15:00","BZN|SE4","Without Sequence","123.32","",""
"02/01/2025 10:15:00 - 02/01/2025 10:30:00","BZN|SE4","Without Sequence","123.32","",""
"02/01/2025 10:30:00 - 02/01/2025 10:45:00","BZN|SE4","Without Sequence","123.32","",""
"02/01/2025 10:45:00 - 02/01/2025 11:00:00","BZN|SE4","Without Sequence","123.32","",""
"02/01/2025 11:00:00 - 02/01/2025 11:15:00","BZN|SE4","Without Sequence","110.47","",""
"02/01/2025 11:15:00 - 02/01/2025 11:30:00","BZN|SE4","Without Sequence","110.47","",""
"02/01/2025 11:30:00 - 02/01/2025 11:45:00","BZN|SE4","Without Sequence","110.47","",""
"02/01/2025 11:45:00 - 02/01/2025 12:00:00","BZN|SE4","Without Sequence","110.47","",""
"02/01/2025 12:00:00 - 02/01/2025 12:15:00","BZN|SE4","Without Sequence","100.49","",""
"02/01/2025 12:15:00 - 02/01/2025 12:30:00","BZN|SE4","Without Sequence","100.49","",""
"02/01/2025 12:30:00 - 02/01/2025 12:45:00","BZN|SE4","Without Sequence","100.49","",""
"02/01/2025 12:45:00 - 02/01/2025 13:00:00","BZN|SE4","Without Sequence","100.49","",""
"02/01/2025 13:00:00 - 02/01/2025 13:15:00","BZN|SE4","Without Sequence","105.62","",""
"02/01/2025 13:15:00 - 02/01/2025 13:30:00","BZN|SE4","Without Sequence","105.62","",""
"02/01/2025 13:30:00 - 02/01/2025 13:45:00","BZN|SE4","Without Sequence","105.62","",""
"02/01/2025 13:45:00 - 02/01/2025 14:00:00","BZN|SE4","Without Sequence","105.62","",""
"02/01/2025 14:00:00 - 02/01/2025 14:15:00","BZN|SE4","Without Sequence","111.95","",""
"02/01/2025 14:15:00 - 02/01/2025 14:30:00","BZN|SE4","Without Sequence","111.95","",""
"02/01/2025 14:30:00 - 02/01/2025 14:45:00","BZN|SE4","Without Sequence","111.95","",""
"02/01/2025 14:45:00 - 02/01/2025 15:00:00","BZN|SE4","Without Sequence","111.95","",""
"02/01/2025 15:00:00 - 02/01/2025 15:15:00","BZN|SE4","Without Sequence","127.01","",""
"02/01/2025 15:15:00 - 02/01/2025 15:30:00","BZN|SE4","Without Sequence","127.01","",""
"02/01/2025 15:30:00 - 02/01/2025 15:45:00","BZN|SE4","Without Sequence","127.01","",""
"02/01/2025 15:45:00 - 02/01/2025 16:00:00","BZN|SE4","Without Sequence","127.01","",""
"02/01/2025 16:00:00 - 02/01/2025 16:15:00","BZN|SE4","Without Sequence","135.26","",""
"02/01/2025 16:15:00 - 02/01/2025 16:30:00","BZN|SE4","Without Sequence","135.26","",""
"02/01/2025 16:30:00 - 02/01/2025 16:45:00","BZN|SE4","Without Sequence","135.26","",""
"02/01/2025 16:45:00 - 02/01/2025 17:00:00","BZN|SE4","Without Sequence","135.26","",""
"02/01/2025 17:00:00 - 02/01/2025 17:15:00","BZN|SE4","Without Sequence","149.82","",""
"02/01/2025 17:15:00 - 02/01/2025 17:30:00","BZN|SE4","Without Sequence","149.82","",""
"02/01/2025 17:30:00 - 02/01/2025 17:45:00","BZN|SE4","Without Sequence","149.82","",""
"02/01/2025 17:45:00 - 02/01/2025 18:00:00","BZN|SE4","Without Sequence","149.82","",""
"02/01/2025 18:00:00 - 02/01/2025 18:15:00","BZN|SE4","Without Sequence","146.16","",""
"02/01/2025 18:15:00 - 02/01/2025 18:30:00","BZN|SE4","Without Sequence","146.16","",""
"02/01/2025 18:30:00 - 02/01/2025 18:45:00","BZN|SE4","Without Sequence","146.16","",""
"02/01/2025 18:45:00 - 02/01/2025 19:00:00","BZN|SE4","Without Sequence","146.16","",""
"02/01/2025 19:00:00 - 02/01/2025 19:15:00","BZN|SE4","Without Sequence","107.56","",""
"02/01/2025 19:15:00 - 02/01/2025 19:30:00","BZN|SE4","Without Sequence","107.56","",""
"02/01/2025 19:30:00 - 02/01/2025 19:45:00","BZN|SE4","Without Sequence","107.56","",""
"02/01/2025 19:45:00 - 02/01/2025 20:00:00","BZN|SE4","Without Sequence","107.56","",""
"02/01/2025 20:00:00 - 02/01/2025 20:15:00","BZN|SE4","Without Sequence","102.80","",""
"02/01/2025 20:15:00 - 02/01/2025 20:30:00","BZN|SE4","Without Sequence","102.80","",""
"02/01/2025 20:30:00 - 02/01/2025 20:45:00","BZN|SE4","Without Sequence","102.80","",""
"02/01/2025 20:45:00 - 02/01/2025 21:00:00","BZN|SE4","Without Sequence","102.80","",""
"02/01/2025 21:00:00 - 02/01/2025 21:15:00","BZN|SE4","Without Sequence","75.55","",""
"02/01/2025 21:15:00 - 02/01/2025 21:30:00","BZN|SE4","Without Sequence","75.55","",""
"02/01/2025 21:30:00 - 02/01/2025 21:45:00","BZN|SE4","Without Sequence","75.55","",""
"02/01/2025 21:45:00 - 02/01/2025 22:00:00","BZN|SE4","Without Sequence","75.55","",""
"02/01/2025 22:00:00 - 02/01/2025 22:15:00","BZN|SE4","Without Sequence","61.57","",""
"02/01/2025 22:15:00 - 02/01/2025 22:30:00","BZN|SE4","Without Sequence","61.57","",""
"02/01/2025 22:30:00 - 02/01/2025 22:45:00","BZN|SE4","Without Sequence","61.57","",""
"02/01/2025 22:45:00 - 02/01/2025 23:00:00","BZN|SE4","Without Sequence","61.57","",""
"02/01/2025 23:00:00 - 02/01/2025 23:15:00","BZN|SE4","Without Sequence","48.95","",""
"02/01/2025 23:15:00 - 02/01/2025 23:30:00","BZN|SE4","Without Sequence","48.95","",""
"02/01/2025 23:30:00 - 02/01/2025 23:45:00","BZN|SE4","Without Sequence","48.95","",""
"02/01/2025 23:45:00 - 03/01/2025 00:00:00","BZN|SE4","Without Sequence","48.95","",""
"03/01/2025 00:00:00 - 03/01/2025 00:15:00","BZN|SE4","Without Sequence","42.76","",""
"03/01/2025 00:15:00 - 03/01/2025 00:30:00","BZN|SE4","Without Sequence","42.76","",""
"03/01/2025 00:30:00 - 03/01/2025 00:45:00","BZN|SE4","Without Sequence","42.76","",""
"03/01/2025 00:45:00 - 03/01/2025 01:00:00","BZN|SE4","Without Sequence","42.76","",""
"03/01/2025 01:00:00 - 03/01/2025 01:15:00","BZN|SE4","Without Sequence","38.13","",""
"03/01/2025 01:15:00 - 03/01/2025 01:30:00","BZN|SE4","Without Sequence","38.13","",""
"03/01/2025 01:30:00 - 03/01/2025 01:45:00","BZN|SE4","Without Sequence","38.13","",""
"03/01/2025 01:45:00 - 03/01/2025 02:00:00","BZN|SE4","Without Sequence","38.13","",""
"03/01/2025 02:00:00 - 03/01/2025 02:15:00","BZN|SE4","Without Sequence","35.21","",""
"03/01/2025 02:15:00 - 03/01/2025 02:30:00","BZN|SE4","Without Sequence","35.21","",""
"03/01/2025 02:30:00 - 03/01/2025 02:45:00","BZN|SE4","Without Sequence","35.21","",""
"03/01/2025 02:45:00 - 03/01/2025 03:00:00","BZN|SE4","Without Sequence","35.21","",""
"03/01/2025 03:00:00 - 03/01/2025 03:15:00","BZN|SE4","Without Sequence","33.43","",""
"03/01/2025 03:15:00 - 03/01/2025 03:30:00","BZN|SE4","Without Sequence","33.43","",""
"03/01/2025 03:30:00 - 03/01/2025 03:45:00","BZN|SE4","Without Sequence","33.43","",""
"03/01/2025 03:45:00 - 03/01/2025 04:00:00","BZN|SE4","Without Sequence","33.43","",""
"03/01/2025 04:00:00 - 03/01/2025 04:15:00","BZN|SE4","Without Sequence","30.01","",""
"03/01/2025 04:15:00 - 03/01/2025 04:30:00","BZN|SE4","Without Sequence","30.01","",""
"03/01/2025 04:30:00 - 03/01/2025 04:45:00","BZN|SE4","Without Sequence","30.01","",""
"03/01/2025 04:45:00 - 03/01/2025 05:00:00","BZN|SE4","Without Sequence","30.01","",""
"03/01/2025 05:00:00 - 03/01/2025 05:15:00","BZN|SE4","Without Sequence","30.79","",""
"03/01/2025 05:15:00 - 03/01/2025 05:30:00","BZN|SE4","Without Sequence","30.79","",""
"03/01/2025 05:30:00 - 03/01/2025 05:45:00","BZN|SE4","Without Sequence","30.79","",""
"03/01/2025 05:45:00 - 03/01/2025 06:00:00","BZN|SE4","Without Sequence","30.79","",""
"03/01/2025 06:00:00 - 03/01/2025 06:15:00","BZN|SE4","Without Sequence","38.42","",""
"03/01/2025 06:15:00 - 03/01/2025 06:30:00","BZN|SE4","Without Sequence","38.42","",""
"03/01/2025 06:30:00 - 03/01/2025 06:45:00","BZN|SE4","Without Sequence","38.42","",""
"03/01/2025 06:45:00 - 03/01/2025 07:00:00","BZN|SE4","Without Sequence","38.42","",""
"03/01/2025 07:00:00 - 03/01/2025 07:15:00","BZN|SE4","Without Sequence","52.14","",""
"03/01/2025 07:15:00 - 03/01/2025 07:30:00","BZN|SE4","Without Sequence","52.14","",""
"03/01/2025 07:30:00 - 03/01/2025 07:45:00","BZN|SE4","Without Sequence","52.14","",""
"03/01/2025 07:45:00 - 03/01/2025 08:00:00","BZN|SE4","Without Sequence","52.14","",""
"03/01/2025 08:00:00 - 03/01/2025 08:15:00","BZN|SE4","Without Sequence","80.60","",""
"03/01/2025 08:15:00 - 03/01/2025 08:30:00","BZN|SE4","Without Sequence","80.60","",""
"03/01/2025 08:30:00 - 03/01/2025 08:45:00","BZN|SE4","Without Sequence","80.60","",""
"03/01/2025 08:45:00 - 03/01/2025 09:00:00","BZN|SE4","Without Sequence","80.60","",""
"03/01/2025 09:00:00 - 03/01/2025 09:15:00","BZN|SE4","Without Sequence","81.18","",""
"03/01/2025 09:15:00 - 03/01/2025 09:30:00","BZN|SE4","Without Sequence","81.18","",""
"03/01/2025 09:30:00 - 03/01/2025 09:45:00","BZN|SE4","Without Sequence","81.18","",""
"03/01/2025 09:45:00 - 03/01/2025 10:00:00","BZN|SE4","Without Sequence","81.18","",""
"03/01/2025 10:00:00 - 03/01/2025 10:15:00","BZN|SE4","Without Sequence","75.79","",""
"03/01/2025 10:15:00 - 03/01/2025 10:30:00","BZN|SE4","Without Sequence","75.79","",""
"03/01/2025 10:30:00 - 03/01/2025 10:45:00","BZN|SE4","Without Sequence","75.79","",""
"03/01/2025 10:45:00 - 03/01/2025 11:00:00","BZN|SE4","Without Sequence","75.79","",""
"03/01/2025 11:00:00 - 03/01/2025 11:15:00","BZN|SE4","Without Sequence","69.02","",""
"03/01/2025 11:15:00 - 03/01/2025 11:30:00","BZN|SE4","Without Sequence","69.02","",""
"03/01/2025 11:30:00 - 03/01/2025 11:45:00","BZN|SE4","Without Sequence","69.02","",""
"03/01/2025 11:45:00 - 03/01/2025 12:00:00","BZN|SE4","Without Sequence","69.02","",""
"03/01/2025 12:00:00 - 03/01/2025 12:15:00","BZN|SE4","Without Sequence","54.48","",""
"03/01/2025 12:15:00 - 03/01/2025 12:30:00","BZN|SE4","Without Sequence","54.48","",""
"03/01/2025 12:30:00 - 03/01/2025 12:45:00","BZN|SE4","Without Sequence","54.48","",""
"03/01/2025 12:45:00 - 03/01/2025 13:00:00","BZN|SE4","Without Sequence","54.48","",""
"03/01/2025 13:00:00 - 03/01/2025 13:15:00","BZN|SE4","Without Sequence","52.96","",""
"03/01/2025 13:15:00 - 03/01/2025 13:30:00","BZN|SE4","Without Sequence","52.96","",""
"03/01/2025 13:30:00 - 03/01/2025 13:45:00","BZN|SE4","Without Sequence","52.96","",""
"03/01/2025 13:45:00 - 03/01/2025 14:00:00","BZN|SE4","Without Sequence","52.96","",""
"03/01/2025 14:00:00 - 03/01/2025 14:15:00","BZN|SE4","Without Sequence","53.79","",""
"03/01/2025 14:15:00 - 03/01/2025 14:30:00","BZN|SE4","Without Sequence","53.79","",""
"03/01/2025 14:30:00 - 03/01/2025 14:45:00","BZN|SE4","Without Sequence","53.79","",""
"03/01/2025 14:45:00 - 03/01/2025 15:00:00","BZN|SE4","Without Sequence","53.79","",""
"03/01/2025 15:00:00 - 03/01/2025 15:15:00","BZN|SE4","Without Sequence","73.09","",""
"03/01/2025 15:15:00 - 03/01/2025 15:30:00","BZN|SE4","Without Sequence","73.09","",""
"03/01/2025 15:30:00 - 03/01/2025 15:45:00","BZN|SE4","Without Sequence","73.09","",""
"03/01/2025 15:45:00 - 03/01/2025 16:00:00","BZN|SE4","Without Sequence","73.09","",""
"03/01/2025 16:00:00 - 03/01/2025 16:15:00","BZN|SE4","Without Sequence","100.53","",""
"03/01/2025 16:15:00 - 03/01/2025 16:30:00","BZN|SE4","Without Sequence","100.53","",""
"03/01/2025 16:30:00 - 03/01/2025 16:45:00","BZN|SE4","Without Sequence","100.53","",""
"03/01/2025 16:45:00 - 03/01/2025 17:00:00","BZN|SE4","Without Sequence","100.53","",""
"03/01/2025 17:00:00 - 03/01/2025 17:15:00","BZN|SE4","Without Sequence","105.93","",""
"03/01/2025 17:15:00 - 03/01/2025 17:30:00","BZN|SE4","Without Sequence","105.93","",""
"03/01/2025 17:30:00 - 03/01/2025 17:45:00","BZN|SE4","Without Sequence","105.93","",""
"03/01/2025 17:45:00 - 03/01/2025 18:00:00","BZN|SE4","Without Sequence","105.93","",""
"03/01/2025 18:00:00 - 03/01/2025 18:15:00","BZN|SE4","Without Sequence","108.67","",""
"03/01/2025 18:15:00 - 03/01/2025 18:30:00","BZN|SE4","Without Sequence","108.67","",""
"03/01/2025 18:30:00 - 03/01/2025 18:45:00","BZN|SE4","Without Sequence","108.67","",""
"03/01/2025 18:45:00 - 03/01/2025 19:00:00","BZN|SE4","Without Sequence","108.67","",""
"03/01/2025 19:00:00 - 03/01/2025 19:15:00","BZN|SE4","Without Sequence","100.81","",""
"03/01/2025 19:15:00 - 03/01/2025 19:30:00","BZN|SE4","Without Sequence","100.81","",""
"03/01/2025 19:30:00 - 03/01/2025 19:45:00","BZN|SE4","Without Sequence","100.81","",""
